Date,Name,Year,Letterboxd URI
2018-03-12,Playing It Cool,2014,https://boxd.it/8sBE
2018-03-12,Christmas Inheritance,2017,https://boxd.it/g1yE
2018-03-12,Call Me by Your Name,2017,https://boxd.it/dYmm
2018-03-12,I Give It a Year,2013,https://boxd.it/4KaS
2018-03-12,Black Panther,2018,https://boxd.it/8MHs
2018-03-12,What Happened to Monday,2017,https://boxd.it/ejUu
2018-03-12,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS
2018-03-12,"I, Tonya",2017,https://boxd.it/dzR0
2018-03-12,Mean Streets,1973,https://boxd.it/2aSU
2018-03-12,The Beguiled,2017,https://boxd.it/dZ1k
2018-03-12,Kingsman: The Secret Service,2014,https://boxd.it/6dxe
2018-03-12,Kingsman: The Golden Circle,2017,https://boxd.it/buJm
2018-03-12,Killers,2010,https://boxd.it/17qQ
2018-03-12,Gaga: Five Foot Two,2017,https://boxd.it/gWwK
2018-03-12,Love Me If You Dare,2003,https://boxd.it/20bm
2018-03-12,Singin' in the Rain,1952,https://boxd.it/29oY
2018-03-12,The Founder,2016,https://boxd.it/9XwM
2018-03-12,The Sound of Music,1965,https://boxd.it/1MLK
2018-03-12,The Lion King,1994,https://boxd.it/201Q
2018-03-12,Made of Honor,2008,https://boxd.it/1VsC
2018-03-12,Man Up,2015,https://boxd.it/aWkW
2018-03-12,The Dressmaker,2015,https://boxd.it/9sZy
2018-03-12,Vertigo,1958,https://boxd.it/2apI
2018-03-12,Deadpool,2016,https://boxd.it/9fOC
2018-03-12,Comet,2014,https://boxd.it/8r08
2018-03-12,Meet Joe Black,1998,https://boxd.it/2aEI
2018-03-12,The 40 Year Old Virgin,2005,https://boxd.it/21hK
2018-03-12,Drinking Buddies,2013,https://boxd.it/5jhk
2018-03-12,Catch Me If You Can,2002,https://boxd.it/29VS
2018-03-12,The Hateful Eight,2015,https://boxd.it/8gw8
2018-03-12,Piper,2016,https://boxd.it/dZaG
2018-03-12,Top Gun,1986,https://boxd.it/29JC
2018-03-12,Molly's Game,2017,https://boxd.it/dSl8
2018-03-20,The Lives of Others,2006,https://boxd.it/2a4A
2018-03-27,Jumanji: Welcome to the Jungle,2017,https://boxd.it/bUeE
2018-03-30,Sweet Home Alabama,2002,https://boxd.it/1TDo
2018-04-01,Bridesmaids,2011,https://boxd.it/rac
2018-04-12,Annihilation,2018,https://boxd.it/9yzm
2018-04-16,Casino Royale,2006,https://boxd.it/1alk
2018-04-25,Julie & Julia,2009,https://boxd.it/1wXg
2018-04-29,Mystic River,2003,https://boxd.it/2aAG
2018-04-30,Meet the Parents,2000,https://boxd.it/28vE
2018-05-05,Avengers: Infinity War,2018,https://boxd.it/9vEe
2018-05-06,Did You Hear About the Morgans?,2009,https://boxd.it/1xEY
2018-05-12,Black Mirror: Hang the DJ,2017,https://boxd.it/hQYA
2018-05-12,John Mulaney: The Comeback Kid,2015,https://boxd.it/cK4w
2018-05-12,Black Mirror: San Junipero,2016,https://boxd.it/k4aS
2018-05-12,12 Angry Men,1957,https://boxd.it/2auI
2018-05-12,Clueless,1995,https://boxd.it/1Ygk
2018-05-14,Ingrid Goes West,2017,https://boxd.it/evUQ
2018-05-14,Ali Wong: Baby Cobra,2016,https://boxd.it/dScq
2018-05-16,Legally Blonde,2001,https://boxd.it/1ZNa
2018-05-21,The Kissing Booth,2018,https://boxd.it/geR0
2018-05-25,The Wedding Date,2005,https://boxd.it/21h6
2018-05-25,Dirty Dancing,1987,https://boxd.it/2baY
2018-05-26,Deadpool 2,2018,https://boxd.it/dlLM
2018-05-28,The Exorcist,1973,https://boxd.it/1Yoo
2018-05-28,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O
2018-05-29,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E
2018-05-30,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u
2018-06-01,Mamma Mia!,2008,https://boxd.it/1Tnq
2018-06-02,Almost Famous,2000,https://boxd.it/29CQ
2018-06-03,Red Sparrow,2018,https://boxd.it/e7Pi
2018-06-04,Big Little Lies,2017,https://boxd.it/fYde
2018-06-04,Avatar,2009,https://boxd.it/1Efm
2018-06-04,The Untouchables,1987,https://boxd.it/2b6i
2018-06-08,Ocean's Eight,2018,https://boxd.it/eaai
2018-06-19,Set It Up,2018,https://boxd.it/dpik
2018-06-25,Morning Glory,2010,https://boxd.it/16as
2018-06-30,Incredibles 2,2018,https://boxd.it/7IPg
2018-07-03,"Legally Blonde 2: Red, White & Blonde",2003,https://boxd.it/1Wxe
2018-07-19,Two Night Stand,2014,https://boxd.it/8T3E
2018-07-24,Perfect Strangers,2017,https://boxd.it/fru2
2018-07-25,Toc Toc,2017,https://boxd.it/fwnq
2018-07-26,The Night My Mother Killed My Father,2016,https://boxd.it/cJG0
2018-07-28,Spanish Affair,2014,https://boxd.it/6YjI
2018-07-28,Spanish Affair 2,2015,https://boxd.it/bHoQ
2018-08-07,Mamma Mia! Here We Go Again,2018,https://boxd.it/gnfO
2018-08-19,The Guernsey Literary & Potato Peel Pie Society,2018,https://boxd.it/g68w
2018-08-21,To All the Boys I've Loved Before,2018,https://boxd.it/gHec
2018-09-07,The Mirror Has Two Faces,1996,https://boxd.it/1we6
2018-09-09,The Princess Diaries,2001,https://boxd.it/1XCO
2018-09-09,Alice in Wonderland,2010,https://boxd.it/1Spq
2018-09-09,Interstellar: Nolan's Odyssey,2014,https://boxd.it/9BDG
2018-09-10,The Rewrite,2014,https://boxd.it/934i
2018-09-15,Destination Wedding,2018,https://boxd.it/hE1Q
2018-09-19,The Laws of Thermodynamics,2018,https://boxd.it/fwmM
2018-10-07,Off Course,2015,https://boxd.it/7TdW
2018-10-10,Our Lovers,2016,https://boxd.it/dhTC
2018-10-13,Serial (Bad) Weddings,2014,https://boxd.it/7Nw4
2018-10-15,Catch and Release,2006,https://boxd.it/1PFK
2018-10-15,It's Complicated,2009,https://boxd.it/1zUY
2018-10-15,Freaky Friday,2003,https://boxd.it/1WwK
2018-10-21,What We Did on Our Holiday,2014,https://boxd.it/8qLs
2018-10-29,Troy,2004,https://boxd.it/29TW
2018-10-29,Burn After Reading,2008,https://boxd.it/23BW
2018-11-04,A Star Is Born,2018,https://boxd.it/aXgc
2018-11-10,Scent of a Woman,1992,https://boxd.it/1YAu
2018-11-10,Focus,2015,https://boxd.it/7zl2
2018-11-16,Crazy Rich Asians,2018,https://boxd.it/gfnK
2018-11-17,The One I Love,2014,https://boxd.it/77gy
2018-11-22,Die Hard,1988,https://boxd.it/2a7u
2018-11-29,Bohemian Rhapsody,2018,https://boxd.it/f1TK
2018-12-01,The Princess Switch,2018,https://boxd.it/knTs
2018-12-13,Sense and Sensibility,1995,https://boxd.it/244E
2018-12-21,Bad Times at the El Royale,2018,https://boxd.it/fSA2
2018-12-22,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q
2018-12-23,American Animals,2018,https://boxd.it/hE4K
2018-12-25,You've Got Mail,1998,https://boxd.it/1Yye
2018-12-25,Sleepless in Seattle,1993,https://boxd.it/29re
2018-12-26,Full Metal Jacket,1987,https://boxd.it/2a1Q
2018-12-27,It Could Happen to You,1994,https://boxd.it/1VHC
2018-12-27,The Princess Diaries 2: Royal Engagement,2004,https://boxd.it/1UyY
2018-12-29,Ant-Man,2015,https://boxd.it/3vmW
2018-12-29,Ant-Man and the Wasp,2018,https://boxd.it/cqUW
2019-01-01,Barry Lyndon,1975,https://boxd.it/25A2
2019-01-02,Black Mirror: Bandersnatch,2018,https://boxd.it/kTDG
2019-01-03,Ibiza,2018,https://boxd.it/gz8A
2019-01-03,Love on the Slopes,2018,https://boxd.it/hNIY
2019-01-04,Speed,1994,https://boxd.it/28qk
2019-01-04,Superbad,2007,https://boxd.it/20hO
2019-01-05,The Big Sick,2017,https://boxd.it/eHvy
2019-01-06,The Holiday,2006,https://boxd.it/28ye
2019-01-08,Murder on the Orient Express,2017,https://boxd.it/dHjA
2019-01-08,Grease,1978,https://boxd.it/29YW
2019-01-09,BlacKkKlansman,2018,https://boxd.it/hxL8
2019-01-22,Aquaman,2018,https://boxd.it/9ru0
2019-01-23,How Do You Know,2010,https://boxd.it/VMK
2019-01-25,Miss Sloane,2016,https://boxd.it/d4QA
2019-01-29,The Favourite,2018,https://boxd.it/d2hI
2019-01-30,The Wife,2017,https://boxd.it/bkzG
2019-02-01,Ghosts of Girlfriends Past,2009,https://boxd.it/1RIm
2019-02-04,Velvet Buzzsaw,2019,https://boxd.it/gAy0
2019-02-06,Marie Antoinette,2006,https://boxd.it/27Wa
2019-02-06,Spider-Man,2002,https://boxd.it/2a8i
2019-02-06,Spider-Man 3,2007,https://boxd.it/2a7Y
2019-02-06,King Arthur: Legend of the Sword,2017,https://boxd.it/8lDS
2019-02-08,Tully,2018,https://boxd.it/e4kc
2019-02-09,The Edge of Seventeen,2016,https://boxd.it/d5nu
2019-02-12,Fried Green Tomatoes,1991,https://boxd.it/28qY
2019-02-14,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G
2019-02-14,Groundhog Day,1993,https://boxd.it/2b3e
2019-02-15,Vice,2018,https://boxd.it/fcFY
2019-02-16,The Princess Bride,1987,https://boxd.it/26EY
2019-02-18,The Adjustment Bureau,2011,https://boxd.it/16T8
2019-02-20,This Is Where I Leave You,2014,https://boxd.it/73kQ
2019-02-20,Just Like Heaven,2005,https://boxd.it/1ZoO
2019-02-21,Moulin Rouge!,2001,https://boxd.it/29wI
2019-02-24,Green Book,2018,https://boxd.it/hErk
2019-03-06,Roman Holiday,1953,https://boxd.it/29zW
2019-03-06,Sabrina,1954,https://boxd.it/21tc
2019-03-10,Captain Marvel,2019,https://boxd.it/9vSA
2019-03-24,Footloose,1984,https://boxd.it/288A
2019-03-28,Boogie Nights,1997,https://boxd.it/23um
2019-04-20,Homecoming: A Film by Beyoncé,2019,https://boxd.it/lS2Q
2019-04-29,Avengers: Endgame,2019,https://boxd.it/9vE4
2019-05-06,Runaway Bride,1999,https://boxd.it/23Om
2019-05-19,Wine Country,2019,https://boxd.it/izJU
2019-05-26,Booksmart,2019,https://boxd.it/igNS
2019-05-27,My Perfect Romance,2018,https://boxd.it/ibRA
2019-06-03,Always Be My Maybe,2019,https://boxd.it/iB2y
2019-06-10,Rocketman,2019,https://boxd.it/iehK
2019-06-10,In Family I Trust,2019,https://boxd.it/ix0I
2019-06-14,The Perfect Date,2019,https://boxd.it/jP9A
2019-06-14,High School Musical 2,2007,https://boxd.it/1PIu
2019-06-14,High School Musical,2006,https://boxd.it/1V0y
2019-06-20,Murder Mystery,2019,https://boxd.it/iEBm
2019-06-24,The Female Brain,2017,https://boxd.it/ejeS
2019-07-06,Despite Everything,2019,https://boxd.it/lDHO
2019-07-18,Long Shot,2019,https://boxd.it/grG0
2019-08-08,Empowered,2018,https://boxd.it/ifPo
2019-08-08,Gifted,2017,https://boxd.it/e5dG
2019-09-03,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O
2019-09-22,Failure to Launch,2006,https://boxd.it/21lW
2019-10-02,Nikki Glaser: Bangin',2019,https://boxd.it/nzm2
2019-10-22,I Am Not an Easy Man,2018,https://boxd.it/iHdM
2019-10-27,Blinded by the Light,2019,https://boxd.it/jrYO
2019-10-31,Jenny Slate: Stage Fright,2019,https://boxd.it/nEik
2019-11-02,The Lake House,2006,https://boxd.it/27yM
2019-11-16,AlphaGo,2017,https://boxd.it/geTA
2019-11-16,Holiday in the Wild,2019,https://boxd.it/jkLS
2019-12-03,The Irishman,2019,https://boxd.it/dYOq
2019-12-22,Joker,2019,https://boxd.it/h4cS
2019-12-25,Hustlers,2019,https://boxd.it/jIBM
2020-01-03,Parasite,2019,https://boxd.it/hTha
2020-01-05,The Two Popes,2019,https://boxd.it/k8Xk
2020-01-14,The Bookshop,2017,https://boxd.it/fOua
2020-01-17,Little Women,2019,https://boxd.it/aSVk
2020-01-21,Knives Out,2019,https://boxd.it/jWEA
2020-02-09,1917,2019,https://boxd.it/jj4y
2020-02-16,Uncut Gems,2019,https://boxd.it/gXGc
2020-02-17,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/hSyO
2020-02-22,Isi & Ossi,2020,https://boxd.it/ovVO
2020-03-16,Jane Eyre,2011,https://boxd.it/15rs
2020-03-19,An Affair to Remember,1957,https://boxd.it/20is
2020-04-02,The Gentlemen,2019,https://boxd.it/iYBQ
2020-04-02,Last Christmas,2019,https://boxd.it/k38G
2020-04-10,Letters to Juliet,2010,https://boxd.it/19aK
2020-04-14,Late Night,2019,https://boxd.it/iZq0
2020-04-17,Broadcast News,1987,https://boxd.it/1RxS
2020-04-22,High Fidelity,2000,https://boxd.it/2aMW
2020-05-01,Return of the Hero,2018,https://boxd.it/gkSo
2020-05-02,The Mystery of Henri Pick,2019,https://boxd.it/kLNy
2020-05-17,Your Name.,2016,https://boxd.it/cUqs
2020-05-29,Game Night,2018,https://boxd.it/fRtu
2020-06-01,Emma.,2020,https://boxd.it/kmg0
2020-06-03,Under the Tuscan Sun,2003,https://boxd.it/1V2u
2020-06-04,The Bourne Identity,2002,https://boxd.it/26EO
2020-06-08,Our Happy Holiday,2018,https://boxd.it/hFrg
2020-06-08,13th,2016,https://boxd.it/elNg
2020-06-09,The Bourne Supremacy,2004,https://boxd.it/26EE
2020-06-13,The Bourne Ultimatum,2007,https://boxd.it/26Eu
2020-07-04,Hamilton,2020,https://boxd.it/kmvE
2020-07-19,Minority Report,2002,https://boxd.it/2aWi
2020-07-21,Sour Grapes,2016,https://boxd.it/dRRM
2020-07-26,Howl's Moving Castle,2004,https://boxd.it/23De
2020-07-28,Normal People,2020,https://boxd.it/q2VY
2020-08-06,Elizabeth,1998,https://boxd.it/24cS
2020-08-17,Music and Lyrics,2007,https://boxd.it/1Usw
2020-09-07,The Old Guard,2020,https://boxd.it/jY2e
2020-09-27,The Social Dilemma,2020,https://boxd.it/opQI
2020-10-12,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO
2020-10-17,Enola Holmes,2020,https://boxd.it/hX2o
2020-10-25,Borat Subsequent Moviefilm,2020,https://boxd.it/rNS0
2020-10-26,Khoobsurat,2014,https://boxd.it/97Dm
2020-11-01,Holidate,2020,https://boxd.it/mLcc
2020-11-08,Secrets of the Saqqara Tomb,2020,https://boxd.it/siuo
2020-11-15,Operation Christmas Drop,2020,https://boxd.it/rIq6
2020-11-23,The Queen's Gambit,2020,https://boxd.it/s1Ym
2020-12-04,Ava,2020,https://boxd.it/jFH8
2020-12-06,The Trouble with You,2018,https://boxd.it/iOOg
2020-12-19,A California Christmas,2020,https://boxd.it/sSrK
2020-12-24,The Hustle,2019,https://boxd.it/g1ju
2021-01-11,Inside Man,2006,https://boxd.it/2auS
2021-01-24,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/2b1M
2021-01-31,The Dig,2021,https://boxd.it/jo2i
2021-02-14,Squared Love,2021,https://boxd.it/tBPM
2021-02-25,I Care a Lot,2020,https://boxd.it/mcHk
2021-02-27,Rose Island,2020,https://boxd.it/nBlq
2021-03-22,Crazy About Her,2021,https://boxd.it/thf0
2021-03-23,Operation Varsity Blues: The College Admissions Scandal,2021,https://boxd.it/u5UW
2021-03-25,Made You Look: A True Story About Fake Art,2020,https://boxd.it/pVee
2021-04-05,Long Shot,2017,https://boxd.it/h8oI
2021-04-14,Ted,2012,https://boxd.it/2pgc
2021-04-28,Love and Monsters,2020,https://boxd.it/lJ6E
2021-05-09,Atonement,2007,https://boxd.it/24ui
2021-05-10,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2
2021-05-15,BLACKPINK: Light Up the Sky,2020,https://boxd.it/rOii
2021-05-18,The Twilight Saga: Eclipse,2010,https://boxd.it/1ytW
2021-05-24,The Twilight Saga: Breaking Dawn – Part 1,2011,https://boxd.it/DdM
2021-05-31,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8
2021-06-03,Friends: The Reunion,2021,https://boxd.it/pOQq
2021-06-07,The Twilight Saga: Breaking Dawn – Part 2,2012,https://boxd.it/DdC
2021-06-20,Silver Skates,2020,https://boxd.it/lbQo
2021-07-06,Haseen Dillruba,2021,https://boxd.it/pZGm
2021-08-01,In the Mood for Love,2000,https://boxd.it/29tE
2021-08-09,The Suicide Squad,2021,https://boxd.it/fw6O
2021-08-16,The Informer,2019,https://boxd.it/gGJI
2021-08-16,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU
2021-09-22,Untold: Crime & Penalties,2021,https://boxd.it/woAq
2021-09-23,Schumacher,2021,https://boxd.it/wk2k
2021-09-24,Untold: Malice at the Palace,2021,https://boxd.it/wnUa
2021-09-25,No Reservations,2007,https://boxd.it/256w
2021-09-26,Fantastic Four,2005,https://boxd.it/1XVw
2021-09-27,The Girl Who Killed Her Parents,2021,https://boxd.it/mulc
2021-09-27,The Boy Who Killed My Parents,2021,https://boxd.it/u7AY
2021-09-30,Britney vs. Spears,2021,https://boxd.it/u0TE
2021-10-07,The Guilty,2021,https://boxd.it/kOPW
2021-10-12,Untold: Caitlyn Jenner,2021,https://boxd.it/woAU
2021-10-12,Squid Game,2021,https://boxd.it/x1OG
2021-10-20,The Last Letter from Your Lover,2021,https://boxd.it/nGzM
2021-10-24,"Love, Guaranteed",2020,https://boxd.it/nUwC
2021-11-09,Army of Thieves,2021,https://boxd.it/tYai
2021-12-05,The Power of the Dog,2021,https://boxd.it/m99E
2021-12-13,A Knight's Tale,2001,https://boxd.it/1YAk
2021-12-25,Fracture,2007,https://boxd.it/220K
2021-12-27,Don't Look Up,2021,https://boxd.it/o0Hc
2022-01-23,The French Dispatch,2021,https://boxd.it/jLP8
2022-02-19,The Worst Person in the World,2021,https://boxd.it/oyws
2022-02-23,Licorice Pizza,2021,https://boxd.it/qTKY
2022-04-03,Death on the Nile,2022,https://boxd.it/ifpg
2022-04-25,The Batman,2022,https://boxd.it/eDGs
2022-05-22,Everything Everywhere All at Once,2022,https://boxd.it/jUk4
2022-06-01,The Italian Job,2003,https://boxd.it/1Y86
2022-06-14,Hustle,2022,https://boxd.it/qpig
2022-06-16,Top Gun: Maverick,2022,https://boxd.it/cjr4
2022-06-19,Memories of Murder,2003,https://boxd.it/1TSo
2022-07-11,Cha Cha Real Smooth,2022,https://boxd.it/uF8E
2022-07-11,"Good Luck to You, Leo Grande",2022,https://boxd.it/stYk
2022-09-28,Ticket to Paradise,2022,https://boxd.it/u8Cc
2022-10-09,What Will People Say,2017,https://boxd.it/gPy0
2022-10-18,Bullet Train,2022,https://boxd.it/qW26
2022-11-17,Enola Holmes 2,2022,https://boxd.it/vfDe
2022-11-26,Falling for Christmas,2022,https://boxd.it/vpEG
2022-12-18,The Menu,2022,https://boxd.it/lScm
2022-12-29,Glass Onion,2022,https://boxd.it/oCkK
2022-12-31,Amsterdam,2022,https://boxd.it/oJ58
2023-01-09,Kitchen Brigade,2022,https://boxd.it/vSwm
2023-01-21,The Fabelmans,2022,https://boxd.it/ugoM
2023-01-22,Triangle of Sadness,2022,https://boxd.it/hXlq
2023-01-28,TÁR,2022,https://boxd.it/uNIA
2023-01-30,Lady Chatterley's Lover,2022,https://boxd.it/uF8O
2023-02-06,The Banshees of Inisherin,2022,https://boxd.it/p7XS
2023-02-22,Your Place or Mine,2023,https://boxd.it/qizY
2023-03-08,Babylon,2022,https://boxd.it/mM02
2023-03-15,Women Talking,2022,https://boxd.it/tdq4
2023-03-19,Operation Fortune: Ruse de Guerre,2023,https://boxd.it/rJXA
2023-03-25,Luther: The Fallen Sun,2023,https://boxd.it/r3t4
2023-04-17,Suzume,2022,https://boxd.it/yv7Y
2023-05-14,John Mulaney: Baby J,2023,https://boxd.it/FlAA
2023-05-15,Mafia Mamma,2023,https://boxd.it/uuqs
2023-05-22,Bride Wars,2009,https://boxd.it/1W3I
2023-06-05,The Night of the 12th,2022,https://boxd.it/yQoG
2023-06-13,Mission: Impossible,1996,https://boxd.it/29d2
2023-06-16,Delicacy,2011,https://boxd.it/2Qmc
2023-06-18,French Kiss,1995,https://boxd.it/2atA
2023-06-19,Renfield,2023,https://boxd.it/o8vy
2023-07-01,Dune,2021,https://boxd.it/fA7G
2023-07-01,Shiva Baby,2020,https://boxd.it/oIv0
2023-07-24,Barbie,2023,https://boxd.it/bCLK
2023-07-31,Clue,1985,https://boxd.it/1MDQ
2023-08-07,The Celebration,1998,https://boxd.it/2aCM
2023-08-14,Oppenheimer,2023,https://boxd.it/wUow
2023-08-19,Asteroid City,2023,https://boxd.it/s3ds
2023-08-21,No Hard Feelings,2023,https://boxd.it/xouu
2023-08-26,Wimbledon,2004,https://boxd.it/1T0m
2023-09-23,Theater Camp,2023,https://boxd.it/Bfbm
2023-09-27,A Haunting in Venice,2023,https://boxd.it/zGdg
2023-10-05,Sound of Freedom,2023,https://boxd.it/piEi
2023-10-09,Bottoms,2023,https://boxd.it/uGf2
2023-10-23,Killers of the Flower Moon,2023,https://boxd.it/gHp0
2023-10-30,Anatomy of a Fall,2023,https://boxd.it/yuDE
2023-11-17,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY
2023-11-18,Bridget Jones's Diary,2001,https://boxd.it/29WQ
2023-11-20,Jerry Maguire,1996,https://boxd.it/1YNS
2023-12-10,Monster,2023,https://boxd.it/DJEM
2023-12-24,The Killer,2023,https://boxd.it/u6WE
2024-01-03,The Many Saints of Newark,2021,https://boxd.it/j356
2024-01-05,The Burial,2023,https://boxd.it/sFPO
2024-01-15,Priscilla,2023,https://boxd.it/Cz3k
2024-01-27,Past Lives,2023,https://boxd.it/oNB8
2024-02-04,The Holdovers,2023,https://boxd.it/vHza
2024-02-10,American Fiction,2023,https://boxd.it/DYHm
2024-02-10,Saltburn,2023,https://boxd.it/z4eg
2024-02-17,Anyone But You,2023,https://boxd.it/EzA8
2024-02-19,Lars and the Real Girl,2007,https://boxd.it/21tG
2024-02-25,Poor Things,2023,https://boxd.it/tNWU
2024-03-03,Mission: Impossible – Dead Reckoning Part One,2023,https://boxd.it/l7zS
2024-03-11,Dune: Part Two,2024,https://boxd.it/pUfA
2024-04-19,Fool's Gold,2008,https://boxd.it/1ZXE
2024-04-20,The Taste of Things,2023,https://boxd.it/Arke
2024-04-23,Wicked Little Letters,2023,https://boxd.it/AQXU
2024-04-24,Perfect Days,2023,https://boxd.it/ATh8
2024-04-29,Challengers,2024,https://boxd.it/zld0
2024-05-02,Dial M for Murder,1954,https://boxd.it/2adW
2024-05-05,The Idea of You,2024,https://boxd.it/vOW6
2024-05-14,The Iron Claw,2023,https://boxd.it/w5Pm
2024-05-25,The Fall Guy,2024,https://boxd.it/s0Bm
2024-05-26,Plus One,2019,https://boxd.it/inpo
2024-05-27,Gaga Chromatica Ball,2024,https://boxd.it/Efvs
2024-06-03,My Best Friend's Wedding,1997,https://boxd.it/1ZHm
2024-06-08,Hit Man,2023,https://boxd.it/ANB2
2024-06-24,Everybody Wants Some!!,2016,https://boxd.it/9mgM
